#
# Hot Jupiter host, period [d]
,18.290228976993845
#
# Hot Jupiter host, T(first periastron)
,18.271605008071752
#
# Intrinsic flare time series, lambda(Poisson) [d^-1]
,1.546740011433339
#
# Intrinsic flare time series, start [d], finish [d], cadence [h^-1]
,0.0,81.56610498947323,60
source,peak_time
intrinsic,0.08611125127661386
intrinsic,0.6625010783700775
intrinsic,0.7722234791902791
intrinsic,1.2631965005819403
intrinsic,2.8951436013887353
intrinsic,2.9631992677202525
intrinsic,2.984727080539406
intrinsic,3.2222274671249056
intrinsic,3.8111173145649744
intrinsic,3.902089684865268
intrinsic,4.065978840520759
intrinsic,4.810424496718582
intrinsic,6.077093225174579
intrinsic,6.520149501904254
intrinsic,6.764594344237867
intrinsic,6.936122401216283
intrinsic,7.738207040123453
intrinsic,7.785429339210628
intrinsic,7.910429542676681
intrinsic,8.854875524420187
intrinsic,9.563904456302629
intrinsic,10.037516338324005
intrinsic,11.523629868420405
intrinsic,11.801408098344966
intrinsic,11.809046999667892
intrinsic,12.123630845057457
intrinsic,13.20002148601513
intrinsic,14.172245290751093
intrinsic,14.49724581976283
intrinsic,14.508356948959811
intrinsic,15.336136074135004
intrinsic,16.520165779188442
intrinsic,16.7368327985296
intrinsic,16.876416359066692
intrinsic,17.01322213730454
intrinsic,17.0534999806436
intrinsic,18.33058539272177
intrinsic,18.87155849549985
intrinsic,20.078504904522067
intrinsic,20.326421974729737
intrinsic,21.088228770297846
intrinsic,21.329895830332216
intrinsic,21.913924558748604
intrinsic,23.813233205857788
intrinsic,24.35420630863587
intrinsic,24.415317519219272
intrinsic,24.79101257519224
intrinsic,24.818095952609887
intrinsic,25.35906905538797
intrinsic,25.650736196808758
intrinsic,26.447959716692246
intrinsic,27.041710683155998
intrinsic,27.59935047972955
intrinsic,29.050047285510573
intrinsic,29.555603663973272
intrinsic,29.595187061737523
intrinsic,30.22782698039071
intrinsic,32.055607733294316
intrinsic,32.41255275874738
intrinsic,33.401443257278814
intrinsic,33.54241570896553
intrinsic,34.43477827259818
intrinsic,34.74727878126331
intrinsic,34.922279066115784
intrinsic,35.442418801649524
intrinsic,35.55283564804454
intrinsic,36.7320042340743
intrinsic,36.87297668576102
intrinsic,37.96742291166378
intrinsic,38.04450637046785
intrinsic,38.64797957497896
intrinsic,39.54520325763529
intrinsic,40.136870887374606
intrinsic,40.54520488536371
intrinsic,42.182707550768995
intrinsic,45.01812883272395
intrinsic,45.03757330881867
intrinsic,45.3438238073105
intrinsic,45.62368537395949
intrinsic,48.37230095906302
intrinsic,49.04799650335452
intrinsic,49.07369098962254
intrinsic,49.49869168140712
intrinsic,49.542441752620235
intrinsic,50.36466531319694
intrinsic,50.60563792765649
intrinsic,51.06049977915796
intrinsic,51.33411133563365
intrinsic,52.31814071514141
intrinsic,53.82508761248215
intrinsic,53.97161562876736
intrinsic,54.098004723383035
intrinsic,54.27786612725919
intrinsic,55.19383984043542
intrinsic,55.54800708358924
intrinsic,55.6493961375117
intrinsic,56.02786897578392
intrinsic,56.451480776418876
intrinsic,56.76814795853287
intrinsic,57.20773200738849
intrinsic,57.944538762263385
intrinsic,59.04106832489059
intrinsic,59.43551341138347
intrinsic,59.443152312706395
intrinsic,59.775791743041054
intrinsic,61.34037762309114
intrinsic,61.707739332166376
intrinsic,62.09246218061189
intrinsic,62.87579678899915
intrinsic,63.327880858201375
intrinsic,64.14315996302996
intrinsic,65.79732932223072
intrinsic,66.05010751146207
intrinsic,67.03760911884389
intrinsic,68.05080521249373
intrinsic,69.75219687078166
intrinsic,69.7855302583726
intrinsic,71.14039357482964
intrinsic,71.31469941410731
intrinsic,71.35150502957232
intrinsic,72.97025766445769
intrinsic,73.59734201851239
intrinsic,73.7383144701991
intrinsic,75.63067866156018
intrinsic,78.00984920086404
intrinsic,78.85707280213396
intrinsic,79.8404077360669
intrinsic,80.92929839737117
intrinsic,81.10638201894808
