#
# Hot Jupiter host, period [d]
,22.44783259395829
#
# Hot Jupiter host, T(first periastron)
,8.638492987775042
#
# Intrinsic flare time series, lambda(Poisson) [d^-1]
,1.4454773064679503
#
# Intrinsic flare time series, start [d], finish [d], cadence [h^-1]
,0.0,10.274649978209865,2
source,peak_time
intrinsic,1.438034175449251
intrinsic,4.334943601354263
intrinsic,5.5645670267384055
intrinsic,5.647931326764449
intrinsic,6.648302927076972
intrinsic,7.648674527389494
intrinsic,8.128019252539245
intrinsic,8.2322246275718
intrinsic,9.107549777845255
intrinsic,9.170073002864788
