#
# Hot Jupiter host, period [d]
,11.637617824621099
#
# Hot Jupiter host, T(first periastron)
,1.0370947391733054
#
# Intrinsic flare time series, lambda(Poisson) [d^-1]
,1.8592823849949363
#
# Intrinsic flare time series, start [d], finish [d], cadence [h^-1]
,0.0,59.07523272285329,30
source,peak_time
intrinsic,0.21805641457394007
intrinsic,0.6736137647666302
intrinsic,0.7805586305130848
intrinsic,1.043059664618019
intrinsic,1.152782319085161
intrinsic,1.711117851943275
intrinsic,3.1000122122868423
intrinsic,3.5527917737588455
intrinsic,4.540295663963121
intrinsic,5.004186380317873
intrinsic,5.2250205836125
intrinsic,5.940301179189437
intrinsic,5.980579115639401
intrinsic,6.395858529382128
intrinsic,7.680585812699928
intrinsic,7.727808220951609
intrinsic,9.033368919674562
intrinsic,9.225036341401974
intrinsic,10.041706225283992
intrinsic,10.425041068738818
intrinsic,10.790320285509175
intrinsic,11.943102604594335
intrinsic,12.159770124807933
intrinsic,12.426437841993897
intrinsic,12.437548996876647
intrinsic,12.591716270874782
intrinsic,13.580609055439401
intrinsic,13.851443455706397
intrinsic,14.015332990226938
intrinsic,14.180611419107823
intrinsic,14.493112650185125
intrinsic,15.045892605601866
intrinsic,15.583394723054825
intrinsic,16.790343922193387
intrinsic,16.816732915039914
intrinsic,18.876463251429424
intrinsic,19.207020109191195
intrinsic,19.20979789791188
intrinsic,19.25979809488425
intrinsic,20.465358399662467
intrinsic,20.49869186431071
intrinsic,20.722303856326025
intrinsic,22.111198216669592
intrinsic,23.15009119820658
intrinsic,23.755649139316375
intrinsic,23.97092776516963
intrinsic,24.01120570161959
intrinsic,24.15148403201429
intrinsic,24.377873812750295
intrinsic,24.561207868315645
intrinsic,24.600096910405266
intrinsic,24.61815253708973
intrinsic,25.366766597314914
intrinsic,25.40426674504419
intrinsic,25.59037858933023
intrinsic,27.168162582680523
intrinsic,27.938998952671202
intrinsic,28.04316602969697
intrinsic,28.134833057479643
intrinsic,28.344556105891524
intrinsic,28.452889865998323
intrinsic,28.770946674517
intrinsic,29.512616262940462
intrinsic,30.02511828190724
intrinsic,31.19317843895618
intrinsic,31.647346894788527
intrinsic,31.782069647741853
intrinsic,32.91401855142186
intrinsic,33.584854527467805
intrinsic,34.62235861464445
intrinsic,35.42236176620234
intrinsic,35.76958535628823
intrinsic,37.36403608196265
intrinsic,38.552929654416744
intrinsic,39.56265585438652
intrinsic,39.966824113246496
intrinsic,40.77377173660611
intrinsic,41.15988436878162
intrinsic,41.32794058638319
intrinsic,44.307118989320145
intrinsic,44.45156400279588
intrinsic,44.85573226165585
intrinsic,45.06545531006773
intrinsic,47.30435301894156
intrinsic,47.49740933502932
intrinsic,49.315472052719045
intrinsic,49.434916967708595
intrinsic,49.43769475642928
intrinsic,49.440472545149966
intrinsic,49.736307043903146
intrinsic,50.99186754565373
intrinsic,51.466869416891235
intrinsic,52.215483477116415
intrinsic,52.33215060338527
intrinsic,52.41826205372658
intrinsic,52.861319354676176
intrinsic,53.07659798052943
intrinsic,53.122431494420766
intrinsic,54.26826934170421
intrinsic,54.844660501246786
intrinsic,55.25855102062917
intrinsic,55.45855180851864
intrinsic,55.827997708370035
intrinsic,56.058554172187065
intrinsic,56.12522110148356
intrinsic,56.69744557794511
intrinsic,56.896057471474236
intrinsic,57.08078042139993
intrinsic,57.92106150940779
intrinsic,58.21828490252131
intrinsic,58.4793970422659
intrinsic,58.75578701997427
