#
# Hot Jupiter host, period [d]
,3.60458738457631
#
# Hot Jupiter host, T(first periastron)
,1.6959483861229252
#
# Intrinsic flare time series, lambda(Poisson) [d^-1]
,3.774242633925053
#
# Intrinsic flare time series, start [d], finish [d], cadence [h^-1]
,0.0,39.73381297943481,60
source,peak_time
intrinsic,0.09027728974477035
intrinsic,0.18749898639298457
intrinsic,0.2590263774984565
intrinsic,0.32013715824876254
intrinsic,0.3333315313653059
intrinsic,0.708329504151275
intrinsic,0.9847168989083411
intrinsic,1.1624937156365043
intrinsic,2.0555444434193864
intrinsic,2.2194324463406616
intrinsic,2.3680427540743607
intrinsic,3.0798444616773577
intrinsic,3.372898433002689
intrinsic,4.13122766685876
intrinsic,4.288865703566936
intrinsic,4.878445849669321
intrinsic,4.909001240044474
intrinsic,5.386081994311068
intrinsic,5.954134479012777
intrinsic,6.541631303044128
intrinsic,6.70343598389437
intrinsic,6.7416302218633115
intrinsic,6.9194070385914745
intrinsic,7.183294500922342
intrinsic,7.256210773408503
intrinsic,7.945095938230135
intrinsic,8.252733164052698
intrinsic,8.553425982971818
intrinsic,8.57425920368215
intrinsic,8.62634225545798
intrinsic,8.961062668203974
intrinsic,9.547865051544981
intrinsic,10.054806755496383
intrinsic,10.541609679427799
intrinsic,10.779802836215923
intrinsic,11.879796889721433
intrinsic,11.940213229781396
intrinsic,12.0013240105317
intrinsic,12.447154933732797
intrinsic,12.662431547739558
intrinsic,12.997846401175897
intrinsic,13.001318604627619
intrinsic,13.006874130150374
intrinsic,13.010346333602095
intrinsic,13.01729074050554
intrinsic,13.088818131611012
intrinsic,13.25478945660332
intrinsic,13.84992512822846
intrinsic,13.908258146217388
intrinsic,14.51450486888804
intrinsic,14.674920668357592
intrinsic,14.83741978989818
intrinsic,14.866586298892644
intrinsic,15.067279658402171
intrinsic,15.131168201913855
intrinsic,15.476305225015015
intrinsic,15.59436014237356
intrinsic,15.599915667896315
intrinsic,15.74297045010726
intrinsic,15.746442653558981
intrinsic,15.76033146736587
intrinsic,15.935330521332656
intrinsic,16.101301846324965
intrinsic,16.574910397139835
intrinsic,16.758242739390752
intrinsic,16.839492300161048
intrinsic,16.962408302352003
intrinsic,17.052685592096775
intrinsic,17.087407626613995
intrinsic,17.092268711446405
intrinsic,17.26449000265181
intrinsic,17.422822480050332
intrinsic,17.68948770514258
intrinsic,18.637399247462668
intrinsic,18.681843451644706
intrinsic,19.070730238237562
intrinsic,20.34711222709055
intrinsic,20.845026202067473
intrinsic,21.168635563767957
intrinsic,21.203357598285177
intrinsic,21.479744993042242
intrinsic,21.856826287899246
intrinsic,21.97002012042538
intrinsic,22.002658832871568
intrinsic,22.078352868119104
intrinsic,22.22140765033005
intrinsic,22.267935176583123
intrinsic,22.270018498654157
intrinsic,22.361684669779613
intrinsic,22.733904879804207
intrinsic,23.563067064075405
intrinsic,24.051953310077852
intrinsic,24.09570307356955
intrinsic,24.381812637991437
intrinsic,24.53528403055755
intrinsic,24.916531969556615
intrinsic,24.92347637646006
intrinsic,24.98875380135243
intrinsic,24.990142682733122
intrinsic,25.16861394015163
intrinsic,25.201252652597816
intrinsic,25.282502213368108
intrinsic,25.315140925814294
intrinsic,25.61791706680445
intrinsic,25.740138628305058
intrinsic,25.754027442111948
intrinsic,25.813749341481564
intrinsic,26.106803312806896
intrinsic,26.210969416358555
intrinsic,26.29916338403229
intrinsic,26.440829284862545
intrinsic,26.4838846076639
intrinsic,26.48457904835424
intrinsic,26.621383864352087
intrinsic,26.642911525752762
intrinsic,26.665133627843783
intrinsic,26.858882580449865
intrinsic,27.224852824261358
intrinsic,27.420685098938478
intrinsic,27.431796149983988
intrinsic,27.56373988114942
intrinsic,27.741516697877582
intrinsic,27.824849580718908
intrinsic,27.90748802286989
intrinsic,28.04012619472567
intrinsic,28.569984441458438
intrinsic,28.954704583909226
intrinsic,29.050537399176754
intrinsic,30.347058168049724
intrinsic,30.751917090520504
intrinsic,31.160942657133347
intrinsic,31.391496966327683
intrinsic,31.431080085677312
intrinsic,31.619967953450985
intrinsic,31.66163439487165
intrinsic,31.766494939113652
intrinsic,32.30190871136917
intrinsic,32.30954755896296
intrinsic,32.91023875611086
intrinsic,32.91926648508534
intrinsic,33.21648710055273
intrinsic,33.54704086915666
intrinsic,33.589401751267665
intrinsic,33.68731788860623
intrinsic,33.77551185627996
intrinsic,33.81301165355856
intrinsic,33.85606697635991
intrinsic,33.99842731788051
intrinsic,34.09495457383838
intrinsic,34.82550618008068
intrinsic,35.181059813537004
intrinsic,35.252587204642474
intrinsic,35.27342042535281
intrinsic,35.385225376498255
intrinsic,35.921333589444124
intrinsic,35.93938904739308
intrinsic,35.97897216674271
intrinsic,36.05188843922887
intrinsic,36.38174776714245
intrinsic,36.41785868304036
intrinsic,37.00535550707171
intrinsic,37.66090751875681
intrinsic,37.97132250734075
intrinsic,38.14423823923651
intrinsic,38.18937688410889
intrinsic,38.22965444414886
intrinsic,38.69770746944098
intrinsic,39.0296501194256
intrinsic,39.60464701103075
spi,2.2208213277213504
spi,35.14425445694875
spi,6.265243908287062
spi,38.74423499569406
spi,9.589531492965644
spi,13.252706134532287
spi,16.834631215328635
spi,20.12905785032241
spi,24.1762581936495
spi,27.31235235124475
spi,31.192886928889187
