#
# Hot Jupiter host, period [d]
,14.130264147483953
#
# Hot Jupiter host, T(first periastron)
,13.420932741758634
#
# Intrinsic flare time series, lambda(Poisson) [d^-1]
,1.7077008536871978
#
# Intrinsic flare time series, start [d], finish [d], cadence [h^-1]
,0.0,14.73202820849437,60
source,peak_time
intrinsic,0.06597259733227892
intrinsic,0.25694590539940215
intrinsic,1.2145902393069037
intrinsic,2.012511442830993
intrinsic,3.225712785351954
intrinsic,4.306968933208357
intrinsic,4.6597487168378064
intrinsic,5.002111774572685
intrinsic,5.270168854259629
intrinsic,5.358363800166992
intrinsic,5.427808639464128
intrinsic,5.688921235221358
intrinsic,6.474342367671962
intrinsic,7.286152539055479
intrinsic,7.38406976246444
intrinsic,7.896572676477302
intrinsic,8.49449274282564
intrinsic,8.659771460352824
intrinsic,8.692410534822477
intrinsic,9.431998073336972
intrinsic,9.785472305359393
intrinsic,10.824367101244544
intrinsic,10.839644965889914
intrinsic,11.316036563468264
intrinsic,11.908401042672832
intrinsic,12.258403032730396
intrinsic,13.909106862823313
