#
# Hot Jupiter host, period [d]
,15.801863832352025
#
# Hot Jupiter host, T(first periastron)
,6.969013944275048
#
# Intrinsic flare time series, lambda(Poisson) [d^-1]
,1.632836740405676
#
# Intrinsic flare time series, start [d], finish [d], cadence [h^-1]
,0.0,15.927681799861183,2
source,peak_time
intrinsic,0.9993839560697213
intrinsic,1.499075934104582
intrinsic,2.4776393910895176
intrinsic,2.831587875530877
intrinsic,3.1230748627178793
intrinsic,3.7060488370918834
intrinsic,4.22656131421153
intrinsic,4.747073791331176
intrinsic,5.954662738248756
intrinsic,6.079585732757471
intrinsic,6.350252220859688
intrinsic,6.808303200724977
intrinsic,7.724405160455555
intrinsic,8.224097138490416
intrinsic,9.577429579001496
intrinsic,10.86830052225822
intrinsic,11.201428507614793
intrinsic,11.36799250029308
intrinsic,11.409633498462652
intrinsic,12.034248471006228
intrinsic,13.012811927991164
intrinsic,13.970554885891314
intrinsic,14.574349359350103
intrinsic,15.719476809013326
intrinsic,15.823579304437255
