#
# Hot Jupiter host, period [d]
,22.987348257336713
#
# Hot Jupiter host, T(first periastron)
,8.313046014815779
#
# Intrinsic flare time series, lambda(Poisson) [d^-1]
,1.435021903703415
#
# Intrinsic flare time series, start [d], finish [d], cadence [h^-1]
,0.0,41.014862659445015,60
source,peak_time
intrinsic,0.4583364547710623
intrinsic,2.090986462599498
intrinsic,2.31529354576776
intrinsic,2.4264054135910476
intrinsic,2.4805724491549004
intrinsic,3.4861348529556553
intrinsic,4.27641801284879
intrinsic,5.947957174415376
intrinsic,6.221570148930223
intrinsic,6.284070574580822
intrinsic,6.329209770884033
intrinsic,6.488238631706113
intrinsic,9.484786817065407
intrinsic,12.650780600855214
intrinsic,13.369535495837107
intrinsic,13.489675202921037
intrinsic,14.065373568080448
intrinsic,14.650794221674394
intrinsic,15.063991480142246
intrinsic,16.41122287749961
intrinsic,17.17581141795861
intrinsic,17.666786983902764
intrinsic,18.19456835606338
intrinsic,20.252221258315892
intrinsic,21.640425156933095
intrinsic,23.45571529749606
intrinsic,24.045997095307275
intrinsic,24.243220660693613
intrinsic,24.258498542519312
intrinsic,24.476555583122515
intrinsic,24.84114139941768
intrinsic,24.882808349851413
intrinsic,25.82725922634936
intrinsic,26.24948432407785
intrinsic,26.498097128332457
intrinsic,28.01894081916371
intrinsic,28.37797104206771
intrinsic,30.393956993886487
intrinsic,30.69604238453105
intrinsic,31.514103511380007
intrinsic,33.17383703699037
intrinsic,33.310643524247794
intrinsic,33.33078255029076
intrinsic,33.52870056485099
intrinsic,34.59468004678066
intrinsic,35.32524057771878
intrinsic,35.71968770849145
intrinsic,36.59399921842595
intrinsic,37.81761866282991
intrinsic,37.95442515008733
intrinsic,39.20929480731658
intrinsic,39.60513083643705
intrinsic,40.18360699829204
intrinsic,40.66694362332334
intrinsic,40.68708264936631
