#
# Hot Jupiter host, period [d]
,23.392389885443844
#
# Hot Jupiter host, T(first periastron)
,12.962031644877769
#
# Intrinsic flare time series, lambda(Poisson) [d^-1]
,1.4274894548599586
#
# Intrinsic flare time series, start [d], finish [d], cadence [h^-1]
,0.0,17.17718138936585,60
source,peak_time
intrinsic,0.6666704723586503
intrinsic,1.7632045097068887
intrinsic,2.2708462964716527
intrinsic,3.8326607676535325
intrinsic,5.997950906001732
intrinsic,6.2722580274409685
intrinsic,7.072957042680056
intrinsic,7.332680747536447
intrinsic,7.58059882944482
intrinsic,8.211852432959416
intrinsic,9.602832595599393
intrinsic,10.693811045677975
intrinsic,10.854228628089276
intrinsic,11.446593120716285
intrinsic,11.792428428252334
intrinsic,11.979235050194498
intrinsic,12.804934208147035
intrinsic,13.029935492568079
intrinsic,15.84592378987467
intrinsic,16.003563578651143
intrinsic,16.968846866753772
