#
# Hot Jupiter host, period [d]
,24.48555655190198
#
# Hot Jupiter host, T(first periastron)
,2.057579315302586
#
# Intrinsic flare time series, lambda(Poisson) [d^-1]
,1.4084040311194488
#
# Intrinsic flare time series, start [d], finish [d], cadence [h^-1]
,0.0,54.15267812794819,30
source,peak_time
intrinsic,0.31527719761590767
intrinsic,0.4930546482539525
intrinsic,0.566665623908768
intrinsic,0.7444430745468128
intrinsic,1.0249981138349773
intrinsic,1.3527752884488724
intrinsic,1.431941809436127
intrinsic,1.8180522100406304
intrinsic,2.0263851600070892
intrinsic,2.255551404970194
intrinsic,2.9472167988588374
intrinsic,3.0374944105109694
intrinsic,3.306938359134256
intrinsic,3.630548874748822
intrinsic,4.2055478166562485
intrinsic,4.236103315984662
intrinsic,5.0694351158504976
intrinsic,5.097212842512692
intrinsic,5.519434287778049
intrinsic,5.86387809838926
intrinsic,6.273599566656629
intrinsic,6.483321402956198
intrinsic,7.877763281398362
intrinsic,7.89026325839635
intrinsic,9.940259486066305
intrinsic,13.777752424448476
intrinsic,14.374973547685657
intrinsic,14.808306083615891
intrinsic,15.336082890197588
intrinsic,15.586082430157338
intrinsic,16.758302495301947
intrinsic,17.673578588821254
intrinsic,17.719411837813876
intrinsic,18.890243016625373
intrinsic,20.83190611031277
intrinsic,21.262460873576785
intrinsic,21.661071251179276
intrinsic,22.65412497935273
intrinsic,22.95551331363754
intrinsic,23.395790281233324
intrinsic,23.747178523510083
intrinsic,23.86940052082374
intrinsic,23.91801154248258
intrinsic,24.790232159675487
intrinsic,25.561064074551386
intrinsic,25.712452684860345
intrinsic,26.40272919241588
intrinsic,27.188838856955982
intrinsic,27.901337545841272
intrinsic,28.245781356452483
intrinsic,28.437447670421626
intrinsic,28.97216890866887
intrinsic,29.23050176662728
intrinsic,29.618001053564893
intrinsic,29.99716702250385
intrinsic,30.88466538936096
intrinsic,31.231886972638392
intrinsic,31.70271943956259
intrinsic,32.34021826645996
intrinsic,34.07771506918022
intrinsic,34.85826918838789
intrinsic,35.06382436568813
intrinsic,36.43326629013431
intrinsic,36.849932190067236
intrinsic,37.26104254466771
intrinsic,37.59159749194782
intrinsic,37.92493021189416
intrinsic,38.204096364849214
intrinsic,39.463816268979734
intrinsic,39.57492717562852
intrinsic,41.316590637348106
intrinsic,41.45547927065908
intrinsic,41.477701451988835
intrinsic,41.499923633318595
intrinsic,42.2582555711965
intrinsic,42.56242167814753
intrinsic,42.67075481213009
intrinsic,43.04714300840283
intrinsic,43.48741997599861
intrinsic,44.82491751478327
intrinsic,47.11657996441432
intrinsic,47.13463548674475
intrinsic,48.998520945778
intrinsic,49.59435318268207
intrinsic,49.67629747633555
intrinsic,49.76101954265524
intrinsic,49.9554636292906
intrinsic,50.73323997583205
intrinsic,51.50129411804173
intrinsic,51.84434904231983
intrinsic,51.93323776763885
intrinsic,52.004070970627446
intrinsic,52.08879303694714
intrinsic,52.287403782581826
intrinsic,52.49157007354896
intrinsic,52.670736410520114
intrinsic,53.53462370971436
