#
# Hot Jupiter host, period [d]
,13.476202789733321
#
# Hot Jupiter host, T(first periastron)
,12.147324093253284
#
# Intrinsic flare time series, lambda(Poisson) [d^-1]
,1.7420487919355425
#
# Intrinsic flare time series, start [d], finish [d], cadence [h^-1]
,0.0,16.4131727964868,30
source,peak_time
intrinsic,0.059724670411181555
intrinsic,1.4556152230446109
intrinsic,1.9223010197459365
intrinsic,2.5417708570340056
intrinsic,4.068222317077925
intrinsic,4.239062653370374
intrinsic,4.7501947164242075
intrinsic,4.87658878636415
intrinsic,4.915479269422593
intrinsic,5.426611332476426
intrinsic,5.876629779295562
intrinsic,6.380817113231815
intrinsic,6.593325824229741
intrinsic,6.621104740700058
intrinsic,7.42669331833925
intrinsic,9.621227719494293
intrinsic,10.035133574902016
intrinsic,10.372647410016368
intrinsic,10.550432475426398
intrinsic,11.435190965005994
intrinsic,11.79770582494363
intrinsic,12.404675149820058
intrinsic,12.563014973700865
intrinsic,13.68528319910167
intrinsic,14.136690591744323
intrinsic,14.814496153620057
intrinsic,15.329795054144437
intrinsic,15.788147175904667
